Topic,Words,Frequency,Timestamp,Name
64,"export, verbieten, vnkodex, ausfuhrregelung, abcwaffenfrei",5,1990,64_export_rüstungsexport_krisenregion_restriktiv
65,"lebenszusammenhang, antidiskriminierungsgesetz, gesetzesänderung, enthalten, gesamt",1,1990,65_diskriminierung_antidiskriminierungsgesetz_minderheit_diskriminierend
66,"vergewaltigung, sexuell, ehe, strafbar, gewalt",12,1990,66_vergewaltigung_sexuell_gewalt_strafbar
67,"stimme, entwicklungsgelder, bewertet, konvertibl, exportinteressen",4,1990,67_kohlregierung_entwicklungsländern_agrarpolitik_entwicklungshilfe
68,"ökologisch, atomanlagen, produktionsstätt, selbstzerstörung, lebensfeindlich",5,1990,68_ökologisch_subvention_umwelt_umweltfreundliches
69,"werbeslogan, ritual, weniger, zusammenarbeiten, institutionell",2,1990,69_jugendliche_generation_lebensverhältnisse_jugendvertretungen
-1,"müssen, ökologisch, neu, sozial, öffentlich",1028,1994,-1_müssen_sollen_neu_mehr
0,"jugendliche, hochschule, bildung, schulzeit, berufsbildungsgesetz",59,1994,Jugendbildung
1,"politik, forderung, bündnisgrün, europäisch, ökologisch",71,1994,Politik
2,"mann, frauenpolitik, feministisch, politik, erwerbsarbeit",87,1994,Gleichberechtigung
3,"europäisch, union, demokratisch, parlament, demokratisierung",30,1994,EU
4,"kindern, kinderlastenausgleich, ehegattensplitting, kinderbetreuung, familie",25,1994,Familie
5,"energiequell, energien, regenerativ, energie, atomkraftwerken",29,1994,Energiewende
6,"autofahren, verkehr, radioaktiv, bus, attraktiv",28,1994,Verkehrswende
7,"flüchtling, asylrecht, einwanderung, einwanderungspolitik, migration",46,1994,Einwanderung
8,"ökologisch, krise, drittel, dauerarbeitsplätze, klimaverändernd",15,1994,Klimaschutz
9,"landwirtschaft, risikotechnologien, egagrarpolitik, umweltangepaßt, verfassungsziel",11,1994,Landwirtschaft
10,"demokratie, demokratisch, freiheitsrecht, entscheidungsrecht, politisch",27,1994,10_demokratie_demokratisch_politisch_gesellschaft
11,"arbeitszeitverkürzung, erwerbsarbeit, grundsicherung, arbeit, arbeitszeit",43,1994,11_arbeitszeitverkürzung_arbeit_arbeitszeit_job
12,"pflegerisiko, grundsicherung, pflegebedingter, absicherung, sicherung",14,1994,12_rente_rentenversicherung_krankenversicherung_altersvorsorge
13,"militärisch, gesamteuropäisch, militär, konflikt, konfliktlösung",25,1994,13_militärisch_atomwaffe_bundeswehr_atomar
14,"polizei, geheimdienst, lauschangriff, polizeilich, rechtsextrem",19,1994,14_polizei_verfassungsschutz_geheimdienst_polizeilich
15,"wohnungsbau, wohnungsnot, grundstück, wohnraum, wohnung",25,1994,15_wohnung_wohnraum_wohnen_mieter
16,"grundwasserförderunge, enttäuschungen, entsorgungsnachweis, nachkriegsgeschichte, bürgerinnenfreundlich",10,1994,16_klar_diskriminierung_dürfen_unzureichend
17,"kulturell, kultur, kulturpolitik, kunstwerken, modellversuche",13,1994,17_kultur_kulturell_kunst_kultureinrichtung
18,"leitkategorien, institutionalisieren, ressortforschung, risikoforschung, gesundheitsreform",9,1994,18_freiheit_transformation_brauchen_sozial
19,"vorausschauenden, behindertengerechen, hausmüll, entsorgen, katastrophal",10,1994,19_zeit_schuld_nahverkehr_verbraucherrechte
20,"massenerwerbslosigkeit, arbeitslosigkeit, einkommen, arbeitsplatz, sozial",12,1994,20_arbeitslosigkeit_sozial_arbeitsmarkt_arbeitslosenversicherung
21,"zurückgewinnen, position, schlagen, orientierung, bewegung",5,1994,21_dafür_lehnen_gemeinsam_kämpfen
23,"koalition, regierungsbank, konzeptionslosen, waffentransfer, wählbar",9,1994,23_koalition_bundestagswahl_wirtschaftspolitik_parlament
24,"milliarde, bank, neubewertung, bankenkonzentration, steuermark",13,1994,24_einkommen_vermögen_steuer_euro
25,", , , , ",160,1994,25____
26,"zurückzubauen, bande, kriminalitätsbereiche, kriminalitätsformen, treuhandwald",10,1994,26_datenschutz_datum_schützen_sicherheit
27,"singlehaushalt, holzschutzmittel, hauptpflegepersonen, selbstbeteiligung, zweiklassenmedizin",6,1994,27_pflegebedürftig_pflege_alt_pflegen
28,"gesundheitspolitik, gesundheitsgefahren, hauswirtschaftlich, mobilitätshilfen, endeffekt",8,1994,28_gesundheitspolitik_gesundheitsförderung_gesundheitswesen_verbessern
29,"politisch, politik, oppositionsbänk, rundfunkgebühren, regierungsstühle",12,1994,29_politik_politisch_kurswechsel_strategie
30,"tier, tierquälerei, tierschutz, tierschutze, biobetrieb",9,1994,30_tier_tierschutz_tierhaltung_tierart
31,"unvermeidbar, subventionskürzungen, minimierungsgebot, giftmülls, vermischungsverbots",6,1994,31_steuer_spitzensteuersatz_steuerrecht_steuersystem
32,"ghettobildungen, subventions, räumlich, bankenaufsicht, gegenseitig",3,1994,32_steuerpakt_unterstützen_steuervermeidung_europäisch
33,"menschenrecht, auslandsvertretungen, interpretieren, aktionsgruppe, konsultationsmechanismus",12,1994,33_menschenrecht_rechtsstaat_rechter_menschenrechtspolitik
34,"flüchtlingspolitik, union, infrarotkameras, ostgrenze, flüchtling",5,1994,34_sport_feminat_flüchtlingspolitik_zweitstimme
35,"behinderung, krankenkassenfinanzierung, abbruch, lebensunwert, argumenten",6,1994,35_behinderung_gleichberechtigt_behinderter_internet
36,"ökologischsolidarisch, weltgesellschaft, weltwirtschaft, umweltfonds, weltökologiepolitik",9,1994,36_globalisierung_international_entwicklungszusammenarbeit_global
37,"produktivst, marktwirtschaftlichkapitalistisch, strukturkrise, umverteilung, sektor",2,1994,37_mindestlohn_arbeitnehmerinnen_arbeitsplatz_militärausgabe
38,", , , , ",92,1994,38____
39,"ziel, geduld, giftmüll, schritt, hoffnung",7,1994,39_generationenvertrag_neu_jung_gesellschaftsvertrag
40,"steuerreform, nettokreditaufnahme, reformpolitisch, vorschlag, verteilung",4,1994,40_ökologisch_finanzreform_flächenverbrauch_ökosteuer
41,"wohnraumbewirtschaftung, verbitterung, ausweglosigkeit, existenzrisiko, rückwärtsgewanden",10,1994,41_müssen_tatsächlich_regulierung_risik
42,"informationsgesellschaft, informationsfreiheit, sichern, datum, data",1,1994,42_datum_data_informationsfreiheitsgesetz_informationsfreiheit
43,"familienbegriff, familie, heterosexuell, neudefinition, schwangerschaft",8,1994,43_familie_regenbogenfamili_schwangerschaft_patchworkfamilie
44,"definition, pflegebedürftigkeit, rehabilitation, pflege, herausforderung",1,1994,44_herausforderung_therapie_komplementärmedizinisch_behandlungsfehler
45,"gesellschaftsvertrag, ökologischsolidarisch, ökologisch, sozial, wertewandel",13,1994,45_ökologisch_sozial_neu_marktwirtschaft
46,"zukunft, hypothek, ankauf, zuversichtlich, beunruhigen",6,1994,46_zukunft_türkei_integration_exportchancen
47,"alt, altenhilfepolitik, armutsrisiken, pflegerisiko, pflegebedürftigkeit",7,1994,47_alter_alt_alterssicherung_leben
48,"eheprivilegien, berufssoldate, militärseelsorge, katastrophenhilfe, eingreiftruppe",5,1994,48_bundeswehr_militärisch_transparenz_flugverkehr
49,"volke, abstimmung, artikel, wahl, freiheit",1,1994,49_freiheit_datum_wahl_sicherheit
50,"zwanzigjährig, rezept, rechtsextremismus, isoliert, terrorismus",3,1994,50_rechtsextremismus_rassismus_terror_antisemitismus
51,"gesellschaft, multiethnisch, regierungspolitik, melden, keineswegs",5,1994,51_gesellschaft_gesellschaftlich_zunehmend_zusammenhalt
52,"armutsberichterstattung, haushaltstypen, expertenkommission, grundsicherungsbetrag, produktivität",4,1994,52_finanzschwach_öffentlich_gemeinde_phantasieabfindung
53,"ddrgeschichte, schlusswort, welt, sexualisieren, welthandel",1,1994,53_schlusswort_welt_sexualisieren_welthandel
54,"daher, prävention, now, technikfolgenabschätzung, dialog",1,1994,54_daher_prävention_now_technikfolgenabschätzung
55,"wehrpflicht, bundeswehr, bundeswehreinheit, ostwestkonflikts, wiedervereinigte",5,1994,55_bundeswehr_soldat_militärisch_kriegsdienstverweigerer
56,"lesben, lebensgemeinschafen, unbeeinflußt, schwule, lesbisch",5,1994,56_lesben_schwule_schwul_lesbisch
57,"abfall, transport, müll, recyclinganlagen, schadstoffbelastet",11,1994,57_müll_abfälle_müllverbrennungsanlag_müllverbrennungsanlage
58,"ostdeutschland, westen, aufbau, angleichung, rasch",21,1994,58_ostdeutschland_westen_aufbau_infrastruktur
59,"drittel, benachteiligt, entschieden, gesellschaft, sozial",1,1994,59_behinderung_teilhabeleistungsgesetz_eingliederungshilfe_arbeitsmarkt
60,"mietshaus, behindertengerecht, personenverkehr, wohnungen, barrierefrei",3,1994,60_brauchen_fähigkeit_mittelmäßig_netzausbau
61,"außenpolitik, menschenrecht, löcher, bürgerrechtspolitik, menschenrechtsfrage",9,1994,61_menschenrecht_international_außenpolitik_selbstbestimmung
62,", , , , ",60,1994,62____
63,"lastenausgleich, deutsch, kämpfen, zurück, ausfuhrverbot",2,1994,63_lastenausgleich_kämpfen_innenland_wasserqualität
64,"rüstungsexportstopp, rüstungsexport, bundesregierung, euwaffenexporteuren, hippenstielimhausen",8,1994,64_export_rüstungsexport_krisenregion_restriktiv
65,"antidiskriminierungsgesetz, minderheit, diskriminierung, verordnungsgebung, antidiskriminierungsgesetze",7,1994,65_diskriminierung_antidiskriminierungsgesetz_minderheit_diskriminierend
66,"vergewaltigung, sexuell, gewalt, mißhandlung, innerhalb",2,1994,66_vergewaltigung_sexuell_gewalt_strafbar
67,"entwicklungshilfe, kohlregierung, exportförderung, exportinteressen, exportprodukt",7,1994,67_kohlregierung_entwicklungsländern_agrarpolitik_entwicklungshilfe
68,"vorbeugemaßnahmen, zukunftsgefährdendes, verbrauchsabhängig, umweltsteuern, umweltbelastend",5,1994,68_ökologisch_subvention_umwelt_umweltfreundliches
69,"selbsthilfe, partizipation, jugendliche, unterstützung, ermöglichen",1,1994,69_jugendliche_generation_lebensverhältnisse_jugendvertretungen
-1,"müssen, sollen, ökologisch, sozial, neu",1181,1998,-1_müssen_sollen_neu_mehr
0,"jugendliche, bildung, ausbildung, ausbildungsplatz, hochschule",83,1998,Jugendbildung
1,"politik, ökologisch, sozial, neu, politisch",132,1998,Politik
2,"frauenförderung, frauenpolitik, gleichberechtigung, mädchen, gleichstellung",74,1998,Gleichberechtigung
3,"europäisch, union, demokratisch, europa, kontrolle",42,1998,EU
4,"kindern, familie, kindererziehungszeit, jugendliche, strafrechtlich",34,1998,Familie
5,"energie, energien, energiespartechniken, wind, energieverbrauch",37,1998,Energiewende
6,"bus, verkehr, fahrrad, transrapidstrecke, verkehrssicherheit",34,1998,Verkehrswende
7,"flüchtling, staatsbürgerschaftsrecht, asylrecht, asyl, einwanderung",53,1998,Einwanderung
8,"reduktion, klimagipfel, umweltbildungszentren, ökologisch, verkehrskollaps",12,1998,Klimaschutz
9,"landwirtschaft, agrarpolitik, natur, verkauf, landbau",25,1998,Landwirtschaft
10,"demokratie, demokratisch, politisch, mitentscheidungsmöglichkeit, multilaterales",21,1998,10_demokratie_demokratisch_politisch_gesellschaft
11,"arbeitszeitverkürzung, arbeit, arbeitszeit, arbeitnehmerinnen, lohngruppen",35,1998,11_arbeitszeitverkürzung_arbeit_arbeitszeit_job
12,"rente, rentenversicherung, krankenversicherung, pflegebegriff, lohnfortzahlung",27,1998,12_rente_rentenversicherung_krankenversicherung_altersvorsorge
13,"militärisch, atomwaffe, deutschland, entmilitarisierung, westlich",35,1998,13_militärisch_atomwaffe_bundeswehr_atomar
14,"polizei, strafrecht, strafrechtsverschärfung, ordnungswidrigkeitenrecht, tauschringen",21,1998,14_polizei_verfassungsschutz_geheimdienst_polizeilich
15,"wohnkostenbelastung, wohnungsgenossenschaft, wohnung, mietwohnungsbau, wohngeld",35,1998,15_wohnung_wohnraum_wohnen_mieter
16,"strafrecht, kohlregierung, bewertungsverfahren, gerichtsaufbau, kriminalistisch",27,1998,16_klar_diskriminierung_dürfen_unzureichend
17,"kulturell, konfliktfähig, länderübergreifenden, modellprojekt, qualifikationen",4,1998,17_kultur_kulturell_kunst_kultureinrichtung
18,"notwendig, medizinstudium, honorarsystem, gesundheitsstrukturreform, wettbewerbsvorsprüngen",16,1998,18_freiheit_transformation_brauchen_sozial
19,"didaktisch, verwendungsseite, nachwuchswissenschaftlerinnen, bodenpreisgefälle, zeit",26,1998,19_zeit_schuld_nahverkehr_verbraucherrechte
20,"sozial, sozialversicherung, sozialhilfeempfängerinn, arbeitslosenversicherung, arbeitslosigkeit",22,1998,20_arbeitslosigkeit_sozial_arbeitsmarkt_arbeitslosenversicherung
21,"seitenangab, tendenze, hinzu, aufbrechen, bedroht",7,1998,21_dafür_lehnen_gemeinsam_kämpfen
22,"adobepdf, qualifikationsförderung, webseite, wettbewerbsnachteile, digital",3,1998,22_digital_digitalisierung_wandel_arbeitswelt
23,"koalition, fdp, bundestag, bundestagswahl, klientelpolitik",17,1998,23_koalition_bundestagswahl_wirtschaftspolitik_parlament
24,"vermögen, einkommen, steuer, besserverdienend, weniger",24,1998,24_einkommen_vermögen_steuer_euro
25,", , , , ",1,1998,25____
26,"müssen, datum, treuhandwald, datenschutzgesetz, bewachung",19,1998,26_datenschutz_datum_schützen_sicherheit
27,"ganzheitlich, pflegebedürftig, gesundheit, wichtig, bedarfsdeckung",12,1998,27_pflegebedürftig_pflege_alt_pflegen
28,"gesundheitspolitik, diagnostik, grundlagenforschung, steuerung, verteilungsgerechtigkeit",6,1998,28_gesundheitspolitik_gesundheitsförderung_gesundheitswesen_verbessern
29,"politik, entwicklungschanc, unübersehbar, abfallpolitik, abfälle",7,1998,29_politik_politisch_kurswechsel_strategie
30,"tier, haltung, lebensraumqualität, mißstände, rückzugsräume",9,1998,30_tier_tierschutz_tierhaltung_tierart
31,"umverteilung, kindergeld, normalverdienerinnen, steuerklasse, kinderfreibeträgen",6,1998,31_steuer_spitzensteuersatz_steuerrecht_steuersystem
32,"großschutzgebietsprogramm, ostdeutsch, grenzüberschreitend, bundesland, zusammenleben",2,1998,32_steuerpakt_unterstützen_steuervermeidung_europäisch
33,"menschenrechtspolitik, auslandsvertretungen, menschenrechtsreferat, sachgerechte, menschenrechtsverletzend",8,1998,33_menschenrecht_rechtsstaat_rechter_menschenrechtspolitik
34,"sport, blickfeld, bevölkerungsgruppe, vorlegen, priorität",14,1998,34_sport_feminat_flüchtlingspolitik_zweitstimme
35,"behinderung, gleichberechtigt, umstiegsmöglichkeit, schwerstbehinderter, kostenargument",9,1998,35_behinderung_gleichberechtigt_behinderter_internet
36,"entwicklungspolitik, globalisierung, strukturpolitik, international, strukturwandel",8,1998,36_globalisierung_international_entwicklungszusammenarbeit_global
37,"südsüdkooperation, arbeitsloseninitiative, abfallrechtlich, kreislaufwirtschaftsgesetzes, nichtdeutsche",12,1998,37_mindestlohn_arbeitnehmerinnen_arbeitsplatz_militärausgabe
39,"generationenvertrag, multifunktionalität, kassensturz, geringfügig, gleichgewicht",7,1998,39_generationenvertrag_neu_jung_gesellschaftsvertrag
40,"ökologischsozial, steuerreform, handelsbilanzüberschuß, mehrwertsteuererhöhung, unionsministerpräsidenten",11,1998,40_ökologisch_finanzreform_flächenverbrauch_ökosteuer
41,"brückenschlag, überlebensinteresse, unbeherrschbar, unkonventionell, erwerbseinkommen",9,1998,41_müssen_tatsächlich_regulierung_risik
42,"biotope, datum, data, information, informationsfreiheitsgesetz",1,1998,42_datum_data_informationsfreiheitsgesetz_informationsfreiheit
43,"heterosexuelle, familienformen, verwandtschaftsgrad, gesundheitsschonend, bluts",5,1998,43_familie_regenbogenfamili_schwangerschaft_patchworkfamilie
44,"krankheitsverursachend, konfliktverhütungszentrum, patientinnenschutz, spritzenautomaten, gesundheitsräume",10,1998,44_herausforderung_therapie_komplementärmedizinisch_behandlungsfehler
45,"korruptionsdeliken, bürgerinnenjahres, steuerkriminalität, ökologisch, ungerechtigkeit",4,1998,45_ökologisch_sozial_neu_marktwirtschaft
46,"zukunft, exportchancen, aufbaulast, zukunftsfähig, zukunftsverträglich",10,1998,46_zukunft_türkei_integration_exportchancen
47,"mindestsicherungselemente, regierungsperiode, horizont, alter, pflegeversicherung",6,1998,47_alter_alt_alterssicherung_leben
48,"militärisch, kennzeichnungsregelunge, staatsbesuchen, personalreduzierung, peacekeepingeinsätz",12,1998,48_bundeswehr_militärisch_transparenz_flugverkehr
49,"exportvizeweltmeist, freiheit, datum, wahl, frei",2,1998,49_freiheit_datum_wahl_sicherheit
50,"terroristengesetz, kontaktsperregesetz, achtziger, rassismus, diskriminierung",2,1998,50_rechtsextremismus_rassismus_terror_antisemitismus
51,"gesellschaft, gesellschaftlich, gesellschaftsaufgabe, zusammenhaltes, ausgleichsfunktion",8,1998,51_gesellschaft_gesellschaftlich_zunehmend_zusammenhalt
52,"rehabilitierungsgesetz, filmbranchen, rentenzahlungen, gebührenfinanzausgleich, pflichtabgabe",7,1998,52_finanzschwach_öffentlich_gemeinde_phantasieabfindung
53,"verhüt, bundesgeschäftsstellen, verhütung, kriminalität, schlusswort",3,1998,53_schlusswort_welt_sexualisieren_welthandel
54,"zensurmaßnahmen, alternative, daher, prävention, technikfolgenabschätzung",3,1998,54_daher_prävention_now_technikfolgenabschätzung
55,"wehrpflicht, bundeswehr, neueinrichtung, ausstattungshilfe, truppenübungsplätz",7,1998,55_bundeswehr_soldat_militärisch_kriegsdienstverweigerer
56,"lesben, schwule, lesbisch, adoption, ungleichbehandlungen",5,1998,56_lesben_schwule_schwul_lesbisch
57,"müll, umweltfreundlich, brennelemente, müllbehandlung, abgebrannte",6,1998,57_müll_abfälle_müllverbrennungsanlag_müllverbrennungsanlage
58,"ostdeutschland, leistungskatalog, wechselkurse, abschreibungsmodell, hilfesystemen",7,1998,58_ostdeutschland_westen_aufbau_infrastruktur
59,"behindert, nettozahler, verkehrsbarrier, mitwirkungsrechte, arbeitsförderungsrecht",4,1998,59_behinderung_teilhabeleistungsgesetz_eingliederungshilfe_arbeitsmarkt
60,"hochschulsystem, ergebnisorientieren, tarifpartei, pluralistisch, notwendig",4,1998,60_brauchen_fähigkeit_mittelmäßig_netzausbau
61,"menschenrecht, international, allgemeingültig, mechanismen, außenpolitik",5,1998,61_menschenrecht_international_außenpolitik_selbstbestimmung
63,"wasserqualität, algerien, altlasen, behördengäng, bürgerinnenfreundlich",8,1998,63_lastenausgleich_kämpfen_innenland_wasserqualität
64,"export, minenräumung, regionalförderpolitik, ausbildungszentrum, sicherheitssystems",5,1998,64_export_rüstungsexport_krisenregion_restriktiv
65,"antidiskriminierungsgesetz, minderheit, gentechnikrecht, bevölkerungsgruppen, diskriminierend",6,1998,65_diskriminierung_antidiskriminierungsgesetz_minderheit_diskriminierend
66,"vergewaltigung, sexuell, zeugenschutzprogrammen, bleiberecht, prostitution",10,1998,66_vergewaltigung_sexuell_gewalt_strafbar
67,"kohlregierung, regierung, exportförderung, angebotspolitik, kälte",11,1998,67_kohlregierung_entwicklungsländern_agrarpolitik_entwicklungshilfe
68,"entwicklungspolitisch, vertragsentwurf, verhandlungs, lärmausstoß, qualitätserzeugung",5,1998,68_ökologisch_subvention_umwelt_umweltfreundliches
69,"verteidigungsrecht, hauptverhandlungshaft, beschleunigt, beschlossen, rechtsstaatlich",2,1998,69_jugendliche_generation_lebensverhältnisse_jugendvertretungen
-1,"ökologisch, international, neu, sozial, müssen",774,2002,-1_müssen_sollen_neu_mehr
0,"bildung, bildungseinrichtung, hochschule, jugendliche, schule",106,2002,Jugendbildung
1,"rotgrün, modernisierung, erneuerung, ökologisch, regierungsbeteiligung",44,2002,Politik
2,"frauenpolitik, geschlechtergerechtigkeit, gerechtigkeitslücke, geschlechtergerecht, gleichstellung",39,2002,Gleichberechtigung
3,"europäisch, europa, demokratie, parlament, parlamentarisch",36,2002,EU
4,"kindern, kindergrundsicherung, kinderbetreuung, kindergeld, individuell",50,2002,Familie
5,"erneuerbar, energien, energie, energi, solarzeitalter",30,2002,Energiewende
6,"fahrrad, verkehrsmittel, bus, verkehr, legislaturperiode",37,2002,Verkehrswende
7,"asylrecht, einwanderung, einwanderungsland, flüchtling, staatsbürgerschaftsreform",17,2002,Einwanderung
8,"klimaschutz, kohle, naturwissenschaft, klimaschutzes, gesellschaftswissenschaften",18,2002,Klimaschutz
9,"landwirtschaft, agrarwende, natur, wald, kulturlandschaft",37,2002,Landwirtschaft
10,"demokratie, demokratisch, cyberspace, toleranz, multikulturell",27,2002,10_demokratie_demokratisch_politisch_gesellschaft
11,"arbeitsmarktpolitik, mobilität, arbeitslosigkeit, strukturanpassungsmaßnahmen, sabbatzeiten",14,2002,11_arbeitszeitverkürzung_arbeit_arbeitszeit_job
12,"krankenversicherung, pflege, alterssicherung, patient, gesetzlich",22,2002,12_rente_rentenversicherung_krankenversicherung_altersvorsorge
13,"bundeswehr, nuklearpotenziale, partikelfilter, kleinwaffen, staatengemeinschaft",6,2002,13_militärisch_atomwaffe_bundeswehr_atomar
14,"korruptionsgefährdung, rechtsmitteln, konfliktfällen, demonstrationsfreier, integritätspakt",18,2002,14_polizei_verfassungsschutz_geheimdienst_polizeilich
15,"grunderwerbssteuern, grundsteuererlass, gesellschaftsübernahmen, teilzeitmauer, eigentumsbildung",12,2002,15_wohnung_wohnraum_wohnen_mieter
16,"gutachtertätigkeit, unehrlichen, gremientätigkeiten, aufstiegschance, machbar",6,2002,16_klar_diskriminierung_dürfen_unzureichend
17,"kultur, kulturell, kunst, dialog, unrechtsregimes",17,2002,17_kultur_kulturell_kunst_kultureinrichtung
18,"modernisierung, tranparent, euosterweiterung, vergabeverfahren, international",11,2002,18_freiheit_transformation_brauchen_sozial
19,"konzentrationsprozess, möbeln, behindertenrechen, sportbekleidung, teddybären",15,2002,19_zeit_schuld_nahverkehr_verbraucherrechte
20,"arbeitslosigkeit, sozial, arbeitsmarkt, grundsicherung, erneuerung",21,2002,20_arbeitslosigkeit_sozial_arbeitsmarkt_arbeitslosenversicherung
21,"fortsetzen, sprechend, weitermachen, nachdruck, weitergehen",13,2002,21_dafür_lehnen_gemeinsam_kämpfen
22,"schutzgebiet, außerhalb, naturschutz, druck, innovativ",2,2002,22_digital_digitalisierung_wandel_arbeitswelt
23,"großkoalitionärem, bundestagswahl, fdp, rückgängig, atomausstieg",4,2002,23_koalition_bundestagswahl_wirtschaftspolitik_parlament
24,"finanzmachenschaften, bankgeheimniss, bsekrise, lockerung, verfassungskonform",3,2002,24_einkommen_vermögen_steuer_euro
26,"sicherheitsrat, technikwissenschaften, telefonüberwachung, förderstruktur, gewährleisten",5,2002,26_datenschutz_datum_schützen_sicherheit
27,"pflegeversorgung, politikverständnisses, handicaps, grundsicherungsbetrag, pflegeausbildung",8,2002,27_pflegebedürftig_pflege_alt_pflegen
28,"gesundheitsförderung, gesundheitsschutz, gesundheitspolitik, unternehmenskapital, krediten",13,2002,28_gesundheitspolitik_gesundheitsförderung_gesundheitswesen_verbessern
29,"selbstkontrolle, politik, selbstbeschränkung, zusammenspiel, politikbereich",4,2002,29_politik_politisch_kurswechsel_strategie
30,"tier, tierschutz, naturschutz, haftungsregelung, euumweltrichtlini",10,2002,30_tier_tierschutz_tierhaltung_tierart
31,"steuerrecht, privathaushalt, legislaturperiode, steuerreformen, vermögensarten",11,2002,31_steuer_spitzensteuersatz_steuerrecht_steuersystem
32,"programm, qualifikationsstruktur, initiative, dienstleistungsunternehmen, bundländerprogramm",8,2002,32_steuerpakt_unterstützen_steuervermeidung_europäisch
33,"steueroasen, menschenrecht, erinnerungsarbeit, schwullesbisch, demonstrationsrecht",7,2002,33_menschenrecht_rechtsstaat_rechter_menschenrechtspolitik
34,"integration, sport, feminat, flüchtlingspolitik, zweitstimme",2,2002,34_sport_feminat_flüchtlingspolitik_zweitstimme
35,"diskriminierungsfreien, behinderung, gleichstellungsgesetz, barrierefreiheit, alltag",2,2002,35_behinderung_gleichberechtigt_behinderter_internet
36,"globalisierung, international, welthandelsorganisation, afrika, politik",18,2002,36_globalisierung_international_entwicklungszusammenarbeit_global
37,"leistungssystem, arbeitslosenhilfe, sinken, sozialhilfe, produzieren",3,2002,37_mindestlohn_arbeitnehmerinnen_arbeitsplatz_militärausgabe
39,"generationsübergreifend, kindergipfel, abfälle, entfernt, zusammenleben",4,2002,39_generationenvertrag_neu_jung_gesellschaftsvertrag
40,"finanzreform, ökosteuer, ökologisch, finanzauf, veräußerungsgewinne",10,2002,40_ökologisch_finanzreform_flächenverbrauch_ökosteuer
41,"aufdeckung, unterstützen, regulierung, droge, sollen",2,2002,41_müssen_tatsächlich_regulierung_risik
42,"telekommunikation, internet, hackerangriffe, datennetz, regulierungsbehörde",6,2002,42_datum_data_informationsfreiheitsgesetz_informationsfreiheit
43,"volkskrankheit, schwangerschaftsabbrüchen, brustkrebs, konfliktfall, status",4,2002,43_familie_regenbogenfamili_schwangerschaft_patchworkfamilie
44,"brustzentr, datenlage, medikamentierung, brustkrebs, behandlungsmethoden",4,2002,44_herausforderung_therapie_komplementärmedizinisch_behandlungsfehler
45,"marktwirtschaft, arbeitslosigkeit, verbraucherinn, wirksam, wirtschaftlich",2,2002,45_ökologisch_sozial_neu_marktwirtschaft
46,"nachwuchses, integrationsperspektive, integration, südosteuropa, zukunft",4,2002,46_zukunft_türkei_integration_exportchancen
47,"alter, erfahrung, alt, leben, brauchen",2,2002,47_alter_alt_alterssicherung_leben
48,"teilzeitgesetz, flugbenzin, steuerfreiheit, zivildienst, bundeswehr",4,2002,48_bundeswehr_militärisch_transparenz_flugverkehr
49,"grundausrichtung, bundestagswahl, datum, wahl, entscheiden",3,2002,49_freiheit_datum_wahl_sicherheit
50,"antisemitismus, rechtsextremismus, rassismus, terrorismus, weltwirtschaftsordnung",5,2002,50_rechtsextremismus_rassismus_terror_antisemitismus
52,"entsorgungsrückstellungen, finanzverteilung, finanzierungsinstrument, atomindustrie, finanzkraft",5,2002,52_finanzschwach_öffentlich_gemeinde_phantasieabfindung
53,"sexualstrafrechen, schlusswort, welt, sexualisieren, welthandel",1,2002,53_schlusswort_welt_sexualisieren_welthandel
54,"prävention, repression, webseiten, sperrunge, fischereibereich",8,2002,54_daher_prävention_now_technikfolgenabschätzung
55,"bundeswehr, qualitätsanforderungen, personalbemessungssystem, bundeswehrstrukturreform, soldatinne",7,2002,55_bundeswehr_soldat_militärisch_kriegsdienstverweigerer
56,"transsexuellen, intersexuell, lesben, schwule, schwul",2,2002,56_lesben_schwule_schwul_lesbisch
57,"überwachungsbedürftig, abfallablagerungsverordnung, mechanischbiologisch, reststoffen, recyclingfläche",4,2002,57_müll_abfälle_müllverbrennungsanlag_müllverbrennungsanlage
58,"ostdeutschland, infrastruktur, einbeziehung, nichterwerbsarbeit, bemessungsgrenz",11,2002,58_ostdeutschland_westen_aufbau_infrastruktur
59,"arbeitssuchende, herauslösen, eingliederungspläne, leistungsgesetz, eingliederungshilfe",2,2002,59_behinderung_teilhabeleistungsgesetz_eingliederungshilfe_arbeitsmarkt
60,"verkehrsweg, telekommunikation, brauchen, fähigkeit, mittelmäßig",1,2002,60_brauchen_fähigkeit_mittelmäßig_netzausbau
61,"verschuldungswirkung, weltbankstandards, bürgschaftsentscheidung, menschenrecht, selbstwertgefühl",5,2002,61_menschenrecht_international_außenpolitik_selbstbestimmung
64,"entscheidungsverfahren, rüstungsexport, begrenzen, export, krisenregion",1,2002,64_export_rüstungsexport_krisenregion_restriktiv
65,"identitätsfeststellung, niederlegen, antidiskriminierungsgesetz, gentestgesetz, diskriminierungsverbot",3,2002,65_diskriminierung_antidiskriminierungsgesetz_minderheit_diskriminierend
66,"roden, privatangelegenheit, adoptionsrecht, hektar, genetisch",3,2002,66_vergewaltigung_sexuell_gewalt_strafbar
67,"exportsubvention, transnational, landwirtschaftlich, entwicklungsländern, systematisch",1,2002,67_kohlregierung_entwicklungsländern_agrarpolitik_entwicklungshilfe
